Date,Opponent,Innings,Over,Ball,Bowler,Event,Runs,Where
6/2/25,Scotland,1,43,1,Sandeep Lamichhane,1lb,1,Away
6/2/25,Scotland,1,43,2,Sandeep Lamichhane,1,1,Away
6/2/25,Scotland,1,43,3,Sandeep Lamichhane,.,0,Away
6/2/25,Scotland,1,43,4,Sandeep Lamichhane,1,1,Away
6/2/25,Scotland,1,43,5,Sandeep Lamichhane,W,0,Away
6/2/25,Scotland,1,43,6,Sandeep Lamichhane,.,0,Away
6/2/25,Scotland,1,44,1,Karan KC,.,0,Away
6/2/25,Scotland,1,44,2,Karan KC,1,1,Away
6/2/25,Scotland,1,44,3,Karan KC,.,0,Away
6/2/25,Scotland,1,44,4,Karan KC,1,1,Away
6/2/25,Scotland,1,44,5,Karan KC,.,0,Away
6/2/25,Scotland,1,44,6,Karan KC,1,1,Away
6/2/25,Scotland,1,45,1,Rijan Dhakal,1lb,1,Away
6/2/25,Scotland,1,45,2,Rijan Dhakal,2lb,2,Away
6/2/25,Scotland,1,45,3,Rijan Dhakal,2,2,Away
6/2/25,Scotland,1,45,4,Rijan Dhakal,1,1,Away
6/2/25,Scotland,1,45,5,Rijan Dhakal,.,0,Away
6/2/25,Scotland,1,45,6,Rijan Dhakal,1,1,Away
6/2/25,Scotland,1,46,1,Karan KC,1,1,Away
6/2/25,Scotland,1,46,2,Karan KC,6,6,Away
6/2/25,Scotland,1,46,3,Karan KC,1,1,Away
6/2/25,Scotland,1,46,4,Karan KC,2,2,Away
6/2/25,Scotland,1,46,5,Karan KC,.,0,Away
6/2/25,Scotland,1,46,6,Karan KC,1w,1,Away
6/2/25,Scotland,1,46,7,Karan KC,1,1,Away
6/2/25,Scotland,1,47,1,Rijan Dhakal,3nb,3,Away
6/2/25,Scotland,1,47,2,Rijan Dhakal,6,6,Away
6/2/25,Scotland,1,47,3,Rijan Dhakal,1,1,Away
6/2/25,Scotland,1,47,4,Rijan Dhakal,2,2,Away
6/2/25,Scotland,1,47,5,Rijan Dhakal,1,1,Away
6/2/25,Scotland,1,47,6,Rijan Dhakal,1,1,Away
6/2/25,Scotland,1,47,7,Rijan Dhakal,2,2,Away
6/2/25,Scotland,1,48,1,Sompal Kami,.,0,Away
6/2/25,Scotland,1,48,2,Sompal Kami,2,2,Away
6/2/25,Scotland,1,48,3,Sompal Kami,1,1,Away
6/2/25,Scotland,1,48,4,Sompal Kami,1,1,Away
6/2/25,Scotland,1,48,5,Sompal Kami,1,1,Away
6/2/25,Scotland,1,48,6,Sompal Kami,1,1,Away
6/2/25,Scotland,1,48,7,Sompal Kami,1,1,Away
6/2/25,Scotland,1,49,1,Rijan Dhakal,.,0,Away
6/2/25,Scotland,1,49,2,Rijan Dhakal,W,0,Away
6/2/25,Scotland,1,49,3,Rijan Dhakal,.,0,Away
6/2/25,Scotland,1,49,4,Rijan Dhakal,1,1,Away
6/2/25,Scotland,1,49,5,Rijan Dhakal,1,1,Away
6/2/25,Scotland,1,49,6,Rijan Dhakal,1,1,Away
6/2/25,Scotland,1,50,1,Sompal Kami,1,1,Away
6/2/25,Scotland,1,50,2,Sompal Kami,W,0,Away
6/2/25,Scotland,1,50,3,Sompal Kami,1,1,Away
6/2/25,Scotland,1,50,4,Sompal Kami,1,1,Away
6/2/25,Scotland,1,50,5,Sompal Kami,3,3,Away
6/2/25,Scotland,1,50,6,Sompal Kami,6,6,Away
6/24/25,Netherlands,1,1,1,Karan KC,.,0,Away
6/24/25,Netherlands,1,1,2,Karan KC,.,0,Away
6/24/25,Netherlands,1,1,3,Karan KC,1,1,Away
6/24/25,Netherlands,1,1,4,Karan KC,.,0,Away
6/24/25,Netherlands,1,1,5,Karan KC,.,0,Away
6/24/25,Netherlands,1,1,6,Karan KC,.,0,Away
6/24/25,Netherlands,1,2,1,Sompal Kami,W,0,Away
6/24/25,Netherlands,1,2,2,Sompal Kami,1,1,Away
6/24/25,Netherlands,1,2,3,Sompal Kami,4,4,Away
6/24/25,Netherlands,1,2,4,Sompal Kami,.,0,Away
6/24/25,Netherlands,1,2,5,Sompal Kami,.,0,Away
6/24/25,Netherlands,1,2,6,Sompal Kami,.,0,Away
6/24/25,Netherlands,1,3,1,Karan KC,.,0,Away
6/24/25,Netherlands,1,3,2,Karan KC,.,0,Away
6/24/25,Netherlands,1,3,3,Karan KC,1,1,Away
6/24/25,Netherlands,1,3,4,Karan KC,2w,2,Away
6/24/25,Netherlands,1,3,5,Karan KC,.,0,Away
6/24/25,Netherlands,1,3,6,Karan KC,.,0,Away
6/24/25,Netherlands,1,3,7,Karan KC,1,1,Away
6/24/25,Netherlands,1,4,1,Sompal Kami,.,0,Away
6/24/25,Netherlands,1,4,2,Sompal Kami,.,0,Away
6/24/25,Netherlands,1,4,3,Sompal Kami,3,3,Away
6/24/25,Netherlands,1,4,4,Sompal Kami,.,0,Away
6/24/25,Netherlands,1,4,5,Sompal Kami,.,0,Away
6/24/25,Netherlands,1,4,6,Sompal Kami,.,0,Away
6/24/25,Netherlands,1,5,1,Karan KC,1,1,Away
6/24/25,Netherlands,1,5,2,Karan KC,.,0,Away
6/24/25,Netherlands,1,5,3,Karan KC,1lb,1,Away
6/24/25,Netherlands,1,5,4,Karan KC,1,1,Away
6/24/25,Netherlands,1,5,5,Karan KC,W,0,Away
6/24/25,Netherlands,1,5,6,Karan KC,1,1,Away
6/24/25,Netherlands,1,6,1,Sompal Kami,1,1,Away
6/24/25,Netherlands,1,6,2,Sompal Kami,.,0,Away
6/24/25,Netherlands,1,6,3,Sompal Kami,4,4,Away
6/24/25,Netherlands,1,6,4,Sompal Kami,.,0,Away
6/24/25,Netherlands,1,6,5,Sompal Kami,.,0,Away
6/24/25,Netherlands,1,6,6,Sompal Kami,1,1,Away
6/24/25,Netherlands,1,7,1,Karan KC,.,0,Away
6/24/25,Netherlands,1,7,2,Karan KC,.,0,Away
6/24/25,Netherlands,1,7,3,Karan KC,1,1,Away
6/24/25,Netherlands,1,7,4,Karan KC,1,1,Away
6/24/25,Netherlands,1,7,5,Karan KC,.,0,Away
6/24/25,Netherlands,1,7,6,Karan KC,.,0,Away
6/24/25,Netherlands,1,8,1,Sompal Kami,.,0,Away
6/24/25,Netherlands,1,8,2,Sompal Kami,.,0,Away
6/24/25,Netherlands,1,8,3,Sompal Kami,.,0,Away
6/24/25,Netherlands,1,8,4,Sompal Kami,4,4,Away
6/24/25,Netherlands,1,8,5,Sompal Kami,1w,1,Away
6/24/25,Netherlands,1,8,5,Sompal Kami,.,0,Away
6/24/25,Netherlands,1,8,6,Sompal Kami,.,0,Away
6/24/25,Netherlands,1,9,1,Karan KC,1,1,Away
6/24/25,Netherlands,1,9,2,Karan KC,4,4,Away
6/24/25,Netherlands,1,9,3,Karan KC,.,0,Away
6/24/25,Netherlands,1,9,4,Karan KC,.,0,Away
6/24/25,Netherlands,1,9,5,Karan KC,.,0,Away
6/24/25,Netherlands,1,9,6,Karan KC,.,0,Away
6/24/25,Netherlands,1,10,1,Aarif Sheikh,.,0,Away
6/24/25,Netherlands,1,10,2,Aarif Sheikh,.,0,Away
6/24/25,Netherlands,1,10,3,Aarif Sheikh,.,0,Away
6/24/25,Netherlands,1,10,4,Aarif Sheikh,.,0,Away
6/24/25,Netherlands,1,10,5,Aarif Sheikh,4,4,Away
6/24/25,Netherlands,1,10,6,Aarif Sheikh,1,1,Away
6/24/25,Netherlands,1,11,1,Gulsan Jha,1,1,Away
6/24/25,Netherlands,1,11,2,Gulsan Jha,.,0,Away
6/24/25,Netherlands,1,11,3,Gulsan Jha,.,0,Away
6/24/25,Netherlands,1,11,4,Gulsan Jha,.,0,Away
6/24/25,Netherlands,1,11,5,Gulsan Jha,1,1,Away
6/24/25,Netherlands,1,11,6,Gulsan Jha,.,0,Away
6/24/25,Netherlands,1,12,1,Aarif Sheikh,.,0,Away
6/24/25,Netherlands,1,12,2,Aarif Sheikh,.,0,Away
6/24/25,Netherlands,1,12,3,Aarif Sheikh,1,1,Away
6/24/25,Netherlands,1,12,4,Aarif Sheikh,.,0,Away
6/24/25,Netherlands,1,12,5,Aarif Sheikh,.,0,Away
6/24/25,Netherlands,1,12,6,Aarif Sheikh,2,2,Away
6/24/25,Netherlands,1,13,1,Gulsan Jha,.,0,Away
6/24/25,Netherlands,1,13,2,Gulsan Jha,2,2,Away
6/24/25,Netherlands,1,13,3,Gulsan Jha,2,2,Away
6/24/25,Netherlands,1,13,4,Gulsan Jha,.,0,Away
6/24/25,Netherlands,1,13,5,Gulsan Jha,.,0,Away
6/24/25,Netherlands,1,13,6,Gulsan Jha,.,0,Away
6/24/25,Netherlands,1,14,1,Aarif Sheikh,.,0,Away
6/24/25,Netherlands,1,14,2,Aarif Sheikh,2lb,2,Away
6/24/25,Netherlands,1,14,3,Aarif Sheikh,1,1,Away
6/24/25,Netherlands,1,14,4,Aarif Sheikh,1,1,Away
6/24/25,Netherlands,1,14,5,Aarif Sheikh,1,1,Away
6/24/25,Netherlands,1,14,6,Aarif Sheikh,.,0,Away
6/24/25,Netherlands,1,15,1,Gulsan Jha,1,1,Away
6/24/25,Netherlands,1,15,2,Gulsan Jha,.,0,Away
6/24/25,Netherlands,1,15,3,Gulsan Jha,1w,1,Away
6/24/25,Netherlands,1,15,4,Gulsan Jha,.,0,Away
6/24/25,Netherlands,1,15,5,Gulsan Jha,.,0,Away
6/24/25,Netherlands,1,15,6,Gulsan Jha,1,1,Away
6/24/25,Netherlands,1,15,7,Gulsan Jha,1w,1,Away
6/24/25,Netherlands,1,15,8,Gulsan Jha,1,1,Away
6/24/25,Netherlands,1,16,1,Aarif Sheikh,2,2,Away
6/24/25,Netherlands,1,16,2,Aarif Sheikh,.,0,Away
6/24/25,Netherlands,1,16,3,Aarif Sheikh,1,1,Away
6/24/25,Netherlands,1,16,4,Aarif Sheikh,.,0,Away
6/24/25,Netherlands,1,16,5,Aarif Sheikh,.,0,Away
6/24/25,Netherlands,1,16,6,Aarif Sheikh,.,0,Away
6/24/25,Netherlands,1,17,1,Gulsan Jha,1,1,Away
6/24/25,Netherlands,1,17,2,Gulsan Jha,1,1,Away
6/24/25,Netherlands,1,17,3,Gulsan Jha,1,1,Away
6/24/25,Netherlands,1,17,4,Gulsan Jha,.,0,Away
6/24/25,Netherlands,1,17,5,Gulsan Jha,1,1,Away
6/24/25,Netherlands,1,17,6,Gulsan Jha,.,0,Away
6/24/25,Netherlands,1,18,1,Aarif Sheikh,.,0,Away
6/24/25,Netherlands,1,18,2,Aarif Sheikh,4,4,Away
6/24/25,Netherlands,1,18,3,Aarif Sheikh,1,1,Away
6/24/25,Netherlands,1,18,4,Aarif Sheikh,.,0,Away
6/24/25,Netherlands,1,18,5,Aarif Sheikh,1,1,Away
6/24/25,Netherlands,1,18,6,Aarif Sheikh,.,0,Away
6/24/25,Netherlands,1,19,1,Dipendra Singh Airee,1w,1,Away
6/24/25,Netherlands,1,19,2,Dipendra Singh Airee,1,1,Away
6/24/25,Netherlands,1,19,3,Dipendra Singh Airee,.,0,Away
6/24/25,Netherlands,1,19,4,Dipendra Singh Airee,.,0,Away
6/24/25,Netherlands,1,19,5,Dipendra Singh Airee,.,0,Away
6/24/25,Netherlands,1,19,6,Dipendra Singh Airee,.,0,Away
6/24/25,Netherlands,1,19,7,Dipendra Singh Airee,.,0,Away
6/24/25,Netherlands,1,19,8,Dipendra Singh Airee,1,1,Away
6/24/25,Netherlands,1,20,1,Aarif Sheikh,.,0,Away
6/24/25,Netherlands,1,20,2,Aarif Sheikh,2,2,Away
6/24/25,Netherlands,1,20,3,Aarif Sheikh,1,1,Away
6/24/25,Netherlands,1,20,4,Aarif Sheikh,1,1,Away
6/24/25,Netherlands,1,20,5,Aarif Sheikh,1,1,Away
6/24/25,Netherlands,1,20,6,Aarif Sheikh,1,1,Away
6/24/25,Netherlands,1,19,1,Dipendra Singh Airee,1w,1,Away
6/24/25,Netherlands,1,19,1,Dipendra Singh Airee,1,1,Away
6/24/25,Netherlands,1,19,2,Dipendra Singh Airee,.,0,Away
6/24/25,Netherlands,1,19,3,Dipendra Singh Airee,.,0,Away
6/24/25,Netherlands,1,19,4,Dipendra Singh Airee,.,0,Away
6/24/25,Netherlands,1,19,5,Dipendra Singh Airee,.,0,Away
6/24/25,Netherlands,1,19,6,Dipendra Singh Airee,1,1,Away
6/24/25,Netherlands,1,20,1,Aarif Sheikh,.,0,Away
6/24/25,Netherlands,1,20,2,Aarif Sheikh,2,2,Away
6/24/25,Netherlands,1,20,3,Aarif Sheikh,.,0,Away
6/24/25,Netherlands,1,20,4,Aarif Sheikh,1,1,Away
6/24/25,Netherlands,1,20,5,Aarif Sheikh,1,1,Away
6/24/25,Netherlands,1,20,6,Aarif Sheikh,1,1,Away
6/24/25,Netherlands,1,21,1,Dipendra Singh Airee,1,1,Away
6/24/25,Netherlands,1,21,2,Dipendra Singh Airee,1,1,Away
6/24/25,Netherlands,1,21,3,Dipendra Singh Airee,.,0,Away
6/24/25,Netherlands,1,21,4,Dipendra Singh Airee,2,2,Away
6/24/25,Netherlands,1,21,5,Dipendra Singh Airee,1,1,Away
6/24/25,Netherlands,1,21,6,Dipendra Singh Airee,1,1,Away
6/24/25,Netherlands,1,22,1,Sandeep Lamichhane,.,0,Away
6/24/25,Netherlands,1,22,2,Sandeep Lamichhane,1,1,Away
6/24/25,Netherlands,1,22,3,Sandeep Lamichhane,1,1,Away
6/24/25,Netherlands,1,22,4,Sandeep Lamichhane,W,0,Away
6/24/25,Netherlands,1,22,5,Sandeep Lamichhane,.,0,Away
6/24/25,Netherlands,1,22,6,Sandeep Lamichhane,.,0,Away
6/24/25,Netherlands,1,23,1,Sompal Kami,1,1,Away
6/24/25,Netherlands,1,23,2,Sompal Kami,.,0,Away
6/24/25,Netherlands,1,23,3,Sompal Kami,.,0,Away
6/24/25,Netherlands,1,23,4,Sompal Kami,1,1,Away
6/24/25,Netherlands,1,23,5,Sompal Kami,1,1,Away
6/24/25,Netherlands,1,23,6,Sompal Kami,1w,1,Away
6/24/25,Netherlands,1,23,7,Sompal Kami,1,1,Away
6/24/25,Netherlands,1,24,1,Sandeep Lamichhane,1,1,Away
6/24/25,Netherlands,1,24,2,Sandeep Lamichhane,.,0,Away
6/24/25,Netherlands,1,24,3,Sandeep Lamichhane,1,1,Away
6/24/25,Netherlands,1,24,4,Sandeep Lamichhane,1,1,Away
6/24/25,Netherlands,1,24,5,Sandeep Lamichhane,.,0,Away
6/24/25,Netherlands,1,24,6,Sandeep Lamichhane,4,4,Away
6/24/25,Netherlands,1,25,1,Sompal Kami,1,1,Away
6/24/25,Netherlands,1,25,2,Sompal Kami,.,0,Away
6/24/25,Netherlands,1,25,3,Sompal Kami,.,0,Away
6/24/25,Netherlands,1,25,4,Sompal Kami,1w,1,Away
6/24/25,Netherlands,1,25,4,Sompal Kami,1,1,Away
6/24/25,Netherlands,1,25,5,Sompal Kami,.,0,Away
6/24/25,Netherlands,1,25,6,Sompal Kami,.,0,Away
6/24/25,Netherlands,1,25,7,Sompal Kami,1,1,Away
6/24/25,Netherlands,1,26,1,Sandeep Lamichhane,1,1,Away
6/24/25,Netherlands,1,26,2,Sandeep Lamichhane,1,1,Away
6/24/25,Netherlands,1,26,3,Sandeep Lamichhane,1,1,Away
6/24/25,Netherlands,1,26,4,Sandeep Lamichhane,.,0,Away
6/24/25,Netherlands,1,26,5,Sandeep Lamichhane,1,1,Away
6/24/25,Netherlands,1,26,6,Sandeep Lamichhane,2,2,Away
6/24/25,Netherlands,1,27,1,Lalit Rajbanshi,W,0,Away
6/24/25,Netherlands,1,27,2,Lalit Rajbanshi,.,0,Away
6/24/25,Netherlands,1,27,3,Lalit Rajbanshi,1,1,Away
6/24/25,Netherlands,1,27,4,Lalit Rajbanshi,.,0,Away
6/24/25,Netherlands,1,27,5,Lalit Rajbanshi,.,0,Away
6/24/25,Netherlands,1,27,6,Lalit Rajbanshi,.,0,Away
6/24/25,Netherlands,1,28,1,Sandeep Lamichhane,1lb,1,Away
6/24/25,Netherlands,1,28,2,Sandeep Lamichhane,.,0,Away
6/24/25,Netherlands,1,28,3,Sandeep Lamichhane,1,1,Away
6/24/25,Netherlands,1,28,4,Sandeep Lamichhane,.,0,Away
6/24/25,Netherlands,1,28,5,Sandeep Lamichhane,1,1,Away
6/24/25,Netherlands,1,28,6,Sandeep Lamichhane,.,0,Away
6/24/25,Netherlands,1,29,1,Lalit Rajbanshi,.,0,Away
6/24/25,Netherlands,1,29,2,Lalit Rajbanshi,.,0,Away
6/24/25,Netherlands,1,29,3,Lalit Rajbanshi,.,0,Away
6/24/25,Netherlands,1,29,4,Lalit Rajbanshi,.,0,Away
6/24/25,Netherlands,1,29,5,Lalit Rajbanshi,.,0,Away
6/24/25,Netherlands,1,29,6,Lalit Rajbanshi,1,1,Away
6/24/25,Netherlands,1,30,1,Sandeep Lamichhane,.,0,Away
6/24/25,Netherlands,1,30,2,Sandeep Lamichhane,1,1,Away
6/24/25,Netherlands,1,30,3,Sandeep Lamichhane,1,1,Away
6/24/25,Netherlands,1,30,4,Sandeep Lamichhane,1,1,Away
6/24/25,Netherlands,1,30,5,Sandeep Lamichhane,2,2,Away
6/24/25,Netherlands,1,30,6,Sandeep Lamichhane,.,0,Away
6/24/25,Netherlands,1,31,1,Lalit Rajbanshi,1,1,Away
6/24/25,Netherlands,1,31,2,Lalit Rajbanshi,4,4,Away
6/24/25,Netherlands,1,31,3,Lalit Rajbanshi,.,0,Away
6/24/25,Netherlands,1,31,4,Lalit Rajbanshi,2,2,Away
6/24/25,Netherlands,1,31,5,Lalit Rajbanshi,1,1,Away
6/24/25,Netherlands,1,31,6,Lalit Rajbanshi,1,1,Away
6/24/25,Netherlands,1,32,1,Aarif Sheikh,1w,1,Away
6/24/25,Netherlands,1,32,2,Aarif Sheikh,1,1,Away
6/24/25,Netherlands,1,32,3,Aarif Sheikh,1,1,Away
6/24/25,Netherlands,1,32,4,Aarif Sheikh,.,0,Away
6/24/25,Netherlands,1,32,5,Aarif Sheikh,5w,5,Away
6/24/25,Netherlands,1,32,6,Aarif Sheikh,1,1,Away
6/24/25,Netherlands,1,32,7,Aarif Sheikh,1,1,Away
6/24/25,Netherlands,1,32,8,Aarif Sheikh,.,0,Away
6/24/25,Netherlands,1,33,1,Aarif Sheikh,.,0,Away
6/24/25,Netherlands,1,33,2,Aarif Sheikh,2,2,Away
6/24/25,Netherlands,1,33,3,Aarif Sheikh,.,0,Away
6/24/25,Netherlands,1,33,4,Aarif Sheikh,2,2,Away
6/24/25,Netherlands,1,33,5,Aarif Sheikh,W,0,Away
6/24/25,Netherlands,1,33,6,Aarif Sheikh,.,0,Away
6/24/25,Netherlands,1,34,1,Sandeep Lamichhane,1,1,Away
6/24/25,Netherlands,1,34,2,Sandeep Lamichhane,.,0,Away
6/24/25,Netherlands,1,34,3,Sandeep Lamichhane,.,0,Away
6/24/25,Netherlands,1,34,4,Sandeep Lamichhane,.,0,Away
6/24/25,Netherlands,1,34,5,Sandeep Lamichhane,1,1,Away
6/24/25,Netherlands,1,34,6,Sandeep Lamichhane,1,1,Away
6/24/25,Netherlands,1,35,1,Lalit Rajbanshi,.,0,Away
6/24/25,Netherlands,1,35,2,Lalit Rajbanshi,.,0,Away
6/24/25,Netherlands,1,35,3,Lalit Rajbanshi,.,0,Away
6/24/25,Netherlands,1,35,4,Lalit Rajbanshi,1,1,Away
6/24/25,Netherlands,1,35,5,Lalit Rajbanshi,.,0,Away
6/24/25,Netherlands,1,35,6,Lalit Rajbanshi,3,3,Away
6/24/25,Netherlands,1,36,1,Sandeep Lamichhane,.,0,Away
6/24/25,Netherlands,1,36,2,Sandeep Lamichhane,.,0,Away
6/24/25,Netherlands,1,36,3,Sandeep Lamichhane,.,0,Away
6/24/25,Netherlands,1,36,4,Sandeep Lamichhane,1,1,Away
6/24/25,Netherlands,1,36,5,Sandeep Lamichhane,1,1,Away
6/24/25,Netherlands,1,36,6,Sandeep Lamichhane,1,1,Away
6/24/25,Netherlands,1,37,1,Karan KC,.,0,Away
6/24/25,Netherlands,1,37,2,Karan KC,.,0,Away
6/24/25,Netherlands,1,37,3,Karan KC,4,4,Away
6/24/25,Netherlands,1,37,4,Karan KC,.,0,Away
6/24/25,Netherlands,1,37,5,Karan KC,.,0,Away
6/24/25,Netherlands,1,37,6,Karan KC,1,1,Away
6/24/25,Netherlands,1,38,1,Sandeep Lamichhane,1,1,Away
6/24/25,Netherlands,1,38,2,Sandeep Lamichhane,.,0,Away
6/24/25,Netherlands,1,38,3,Sandeep Lamichhane,W,0,Away
6/24/25,Netherlands,1,38,4,Sandeep Lamichhane,2,2,Away
6/24/25,Netherlands,1,38,5,Sandeep Lamichhane,1,1,Away
6/24/25,Netherlands,1,38,6,Sandeep Lamichhane,4,4,Away
6/24/25,Netherlands,1,39,1,Sandeep Lamichhane,.,0,Away
6/24/25,Netherlands,1,39,2,Sandeep Lamichhane,.,0,Away
6/24/25,Netherlands,1,39,3,Sandeep Lamichhane,W,0,Away
6/24/25,Netherlands,1,39,4,Sandeep Lamichhane,1,1,Away
6/24/25,Netherlands,1,39,5,Sandeep Lamichhane,.,0,Away
6/24/25,Netherlands,1,39,6,Sandeep Lamichhane,1,1,Away
6/24/25,Netherlands,1,40,1,Sandeep Lamichhane,.,0,Away
6/24/25,Netherlands,1,40,2,Sandeep Lamichhane,.,0,Away
6/24/25,Netherlands,1,40,3,Sandeep Lamichhane,.,0,Away
6/24/25,Netherlands,1,40,4,Sandeep Lamichhane,2,2,Away
6/24/25,Netherlands,1,40,5,Sandeep Lamichhane,1w,1,Away
6/24/25,Netherlands,1,40,6,Sandeep Lamichhane,.,0,Away
6/24/25,Netherlands,1,40,7,Sandeep Lamichhane,1,1,Away
6/24/25,Netherlands,1,41,1,Karan KC,1w,1,Away
6/24/25,Netherlands,1,41,1,Karan KC,.,0,Away
6/24/25,Netherlands,1,41,2,Karan KC,.,0,Away
6/24/25,Netherlands,1,41,3,Karan KC,1,1,Away
6/24/25,Netherlands,1,41,4,Karan KC,.,0,Away
6/24/25,Netherlands,1,41,5,Karan KC,1,1,Away
6/24/25,Netherlands,1,41,6,Karan KC,.,0,Away
6/24/25,Netherlands,1,42,1,Sompal Kami,1,1,Away
6/24/25,Netherlands,1,42,2,Sompal Kami,.,0,Away
6/24/25,Netherlands,1,42,3,Sompal Kami,1,1,Away
6/24/25,Netherlands,1,42,4,Sompal Kami,.,0,Away
6/24/25,Netherlands,1,42,5,Sompal Kami,1,1,Away
6/24/25,Netherlands,1,42,6,Sompal Kami,1w,1,Away
6/24/25,Netherlands,1,42,6,Sompal Kami,.,0,Away
6/24/25,Netherlands,1,43,1,Lalit Rajbanshi,2,2,Away
6/24/25,Netherlands,1,43,2,Lalit Rajbanshi,1,1,Away
6/24/25,Netherlands,1,43,3,Lalit Rajbanshi,.,0,Away
6/24/25,Netherlands,1,43,4,Lalit Rajbanshi,2,2,Away
6/24/25,Netherlands,1,43,5,Lalit Rajbanshi,.,0,Away
6/24/25,Netherlands,1,43,6,Lalit Rajbanshi,.,0,Away
6/24/25,Netherlands,1,44,1,Sompal Kami,.,0,Away
6/24/25,Netherlands,1,44,2,Sompal Kami,.,0,Away
6/24/25,Netherlands,1,44,3,Sompal Kami,2,2,Away
6/24/25,Netherlands,1,44,4,Sompal Kami,1,1,Away
6/24/25,Netherlands,1,44,5,Sompal Kami,4,4,Away
6/24/25,Netherlands,1,44,6,Sompal Kami,.,0,Away
6/24/25,Netherlands,1,45,1,Lalit Rajbanshi,1,1,Away
6/24/25,Netherlands,1,45,2,Lalit Rajbanshi,1,1,Away
6/24/25,Netherlands,1,45,3,Lalit Rajbanshi,1,1,Away
6/24/25,Netherlands,1,45,4,Lalit Rajbanshi,1,1,Away
6/24/25,Netherlands,1,45,5,Lalit Rajbanshi,1,1,Away
6/24/25,Netherlands,1,45,6,Lalit Rajbanshi,1,1,Away
6/24/25,Netherlands,1,46,1,Sandeep Lamichhane,2,2,Away
6/24/25,Netherlands,1,46,2,Sandeep Lamichhane,.,0,Away
6/24/25,Netherlands,1,46,3,Sandeep Lamichhane,2,2,Away
6/24/25,Netherlands,1,46,4,Sandeep Lamichhane,.,0,Away
6/24/25,Netherlands,1,46,5,Sandeep Lamichhane,4,4,Away
6/24/25,Netherlands,1,46,6,Sandeep Lamichhane,.,0,Away
6/24/25,Netherlands,1,47,1,Karan KC,1,1,Away
6/24/25,Netherlands,1,47,2,Karan KC,.,0,Away
6/24/25,Netherlands,1,47,3,Karan KC,3,3,Away
6/24/25,Netherlands,1,47,4,Karan KC,.,0,Away
6/24/25,Netherlands,1,47,5,Karan KC,2,2,Away
6/24/25,Netherlands,1,47,6,Karan KC,1,1,Away
6/24/25,Netherlands,1,48,1,Sompal Kami,2,2,Away
6/24/25,Netherlands,1,48,2,Sompal Kami,1,1,Away
6/24/25,Netherlands,1,48,3,Sompal Kami,4,4,Away
6/24/25,Netherlands,1,48,4,Sompal Kami,2,2,Away
6/24/25,Netherlands,1,48,5,Sompal Kami,W,0,Away
6/24/25,Netherlands,1,48,6,Sompal Kami,1lb,1,Away
6/24/25,Netherlands,1,49,1,Karan KC,.,0,Away
6/24/25,Netherlands,1,49,2,Karan KC,1,1,Away
6/24/25,Netherlands,1,49,3,Karan KC,1W,1,Away
6/24/25,Netherlands,1,49,4,Karan KC,1,1,Away
6/24/25,Netherlands,1,49,5,Karan KC,.,0,Away
6/24/25,Netherlands,1,49,6,Karan KC,.,0,Away
6/24/25,Netherlands,1,50,1,Sompal Kami,W,0,Away
